zi_baseinstrument_dev30577_sigouts0_amplitudes1_value,count,Theta,X
0.001,247.247247247247,1.64709529097836,7.17397845218374e-06
0.001,248.248248248248,-3.92093199750271,7.49804925641017e-06
0.001,249.249249249249,0.550028383556641,7.58176003500075e-06
0.001,250.25025025025,-2.49312887293819,6.47345804056272e-06
0.001,251.251251251251,-4.72187695925412,6.74098957437972e-06
0.001,252.252252252252,-0.551299133114806,7.9016593308114e-06
0.001,253.253253253253,0.537679182527842,8.09450894773951e-06
0.001,254.254254254254,3.86207244089571,7.51712605672624e-06
0.001,255.255255255255,-6.2693368206223,7.43152717856986e-06
0.001,256.256256256256,-3.87325401455063,6.93008460468798e-06
0.001,257.257257257257,-4.6964959021781,7.51430362713486e-06
0.001,258.258258258258,-0.356087796323515,7.66960220965515e-06
0.001,259.259259259259,-2.37311804288958,6.88400919628477e-06
0.001,260.26026026026,-1.92471244834843,6.68819461290111e-06
0.001,261.261261261261,0.912040211178511,7.50325493525908e-06
0.001,262.262262262262,1.13887372256582,7.72014324456881e-06
0.001,263.263263263263,5.34527538638137,7.1274628650426e-06
0.001,264.264264264264,-2.50964008516643,7.02573429921165e-06
0.001,265.265265265265,-0.911958800072636,6.66322904915965e-06
0.001,266.266266266266,2.42734500430818,7.23355921378462e-06
0.001,267.267267267267,-0.635744651156738,7.12194169050589e-06
0.001,268.268268268268,-0.328983793292787,6.72452953241551e-06
0.001,269.269269269269,-1.23016830200843,7.22254041530144e-06
0.001,270.27027027027,3.68333384737249,7.55655532411842e-06
0.001,271.271271271271,-5.04988242015211,6.82334334564293e-06
0.001,272.272272272272,-4.35492772079542,7.63874189206383e-06
0.001,273.273273273273,0.566799465173328,7.4682595216359e-06
0.001,274.274274274274,-1.08242495593473,7.11271890349497e-06
0.001,275.275275275275,1.59499946963872,6.95264383841888e-06
0.001,276.276276276276,-4.06571368862302,7.61088054539628e-06
0.001,277.277277277277,-0.520430362143052,7.74215359097687e-06
0.001,278.278278278278,-6.29314109500763,7.67916791910112e-06
0.001,279.279279279279,-0.320330976037541,7.48494649497347e-06
0.001,280.28028028028,-2.73307304085151,7.3691907042617e-06
0.001,281.281281281281,-1.29506299285791,7.05564031869588e-06
0.001,282.282282282282,0.919929018163603,7.57280018063956e-06
0.001,283.283283283283,0.737734910458004,7.01036692241344e-06
0.001,284.284284284284,-4.92909767742615,7.14045509727519e-06
0.001,285.285285285285,-5.23288226399064,6.72457522408437e-06
0.001,286.286286286286,-0.517444856815719,7.47053705752074e-06
0.001,287.287287287287,0.93851382092408,8.02884743548251e-06
0.001,288.288288288288,-7.39936191666032,6.90673710157476e-06
0.001,289.289289289289,-3.06398793354242,7.20036556713955e-06
0.001,290.29029029029,1.83963488920689,7.26636430505542e-06
0.001,291.291291291291,3.47598416633026,7.99750083637684e-06
0.001,292.292292292292,-2.87947278148997,7.17033645030579e-06
0.001,293.293293293293,-1.75934995735839,6.90853364161388e-06
0.001,294.294294294294,0.881751893353431,7.49490534070653e-06
0.001,295.295295295295,0.101720825992514,7.53636565563624e-06
0.001,296.296296296296,1.24985014332402,7.71313356701505e-06
0.001,297.297297297297,-1.47979998789272,6.79962079497529e-06
0.001,298.298298298298,-5.53354500947655,6.45399785308172e-06
0.001,299.299299299299,-0.819684015884604,7.30818210737375e-06
0.001,300.3003003003,4.93778053912636,7.63727846660797e-06
0.001,301.301301301301,-0.645909959140648,7.35495017328665e-06
0.001,302.302302302302,-6.16956751074447,6.4571020088113e-06
0.001,303.303303303303,-1.61189357081755,7.31296064546736e-06
0.001,304.304304304304,2.78909289325682,7.55868069147624e-06
0.001,305.305305305305,0.619852949926117,7.17002905930989e-06
0.001,306.306306306306,-1.89820014637862,7.29070739322072e-06
0.001,307.307307307307,-3.35805472149465,7.45103975289999e-06
0.001,308.308308308308,-8.696529098774,6.72808690486565e-06
0.001,309.309309309309,-4.54415116087661,6.99381978437607e-06
0.001,310.31031031031,5.15414143478332,7.51749781542018e-06
0.001,311.311311311311,-2.40909175859766,7.36540916073181e-06
0.001,312.312312312312,-7.46188287519808,7.06711902907989e-06
0.001,313.313313313313,-4.05349217152057,6.74725902340608e-06
0.001,314.314314314314,2.679762984723,7.5541310228345e-06
0.001,315.315315315315,-3.05585792591892,7.67274213174249e-06
0.001,316.316316316316,0.996178456450339,6.94532060325581e-06
0.001,317.317317317317,-2.18391757625916,6.82692573692461e-06
0.001,318.318318318318,-3.06337797519126,7.10907138102979e-06
0.001,319.319319319319,2.01254266333248,7.51718701810449e-06
0.001,320.32032032032,-2.57142180828079,7.47459163520041e-06
0.001,321.321321321321,-3.19709778160185,7.50549588257103e-06
0.001,322.322322322322,-1.85986291886686,7.06339639139045e-06
0.001,323.323323323323,-3.44772256516063,7.55764111791519e-06
0.001,324.324324324324,0.604322883469674,7.69538523141572e-06
0.001,325.325325325325,1.76764337291233,7.71305169788087e-06
0.001,326.326326326326,-3.71134794915204,6.93403564199207e-06
0.001,327.327327327327,2.06494058720012,7.74527695130249e-06
0.001,328.328328328328,-1.07216026200052,7.23921200147032e-06
0.001,329.329329329329,-2.74323133207478,6.83965991106855e-06
0.001,330.33033033033,-6.64584375086364,7.03279900644886e-06
0.001,331.331331331331,-2.21856843967035,7.79691546721358e-06
0.001,332.332332332332,-2.24659126309901,7.34477696432565e-06
0.001,333.333333333333,-6.4605174956028,7.18412441058645e-06
0.001,334.334334334334,3.26635229279654,7.28254062407328e-06
0.001,335.335335335335,1.56335117835118,6.79390211262061e-06
0.001,336.336336336336,-2.54630571253892,6.62031629121891e-06
